data,Showalterindex,Liftedindex,LIFTcomputedusingvirtualtemperature,Kindex,Crosstotalsindex,Verticaltotalsindex,Totalstotalsindex,ConvectiveAvailablePotentialEnergy,CAPEusingvirtualtemperature,ConvectiveInhibition,CINSusingvirtualtemperature,Temp[K]oftheLiftedCondensationLevel,Pres[hPa]oftheLiftedCondensationLevel,Equivalentpotentialtemp[K]oftheLCL,Meanmixedlayerpotentialtemperature,Meanmixedlayermixingratio,1000hPato500hPathickness,Precipitablewater[mm]forentiresounding,contagem_raios,sim_nao,shear_index,BRNSH_index,shear_0_15000,shear_6000_15000,BRNSH_500_15000,BRNSH_6000_15000,EL,EL (Tv),LFC,LFC (Tv),Prof_cam_convec,Prof_cam_tv
2004-06-20,10.12,10.63,10.42,-0.3,10.9,21.9,32.8,0.0,0.0,0.0,0.0,279.65,846.5,314.27,293.3,7.34,5672.0,12.24,0,nao,6.959448571438086,0.002657908822360442,10.916683469264314,15.712353802739916,0.5504031505614159,0.574638993396756,0.0,0.0,0.0,0.0,0.0,0.0
2004-06-21,8.36,8.99,8.73,-11.5,12.7,22.7,35.4,0.0,0.0,0.0,0.0,279.97,829.25,317.43,295.38,7.59,5688.0,12.8,0,nao,8.74548,13.58778873703402,19.54872,22.75984797738116,14.322410625986151,1.7891101602350818,0.0,0.0,0.0,0.0,0.0,0.0
2004-06-22,6.48,7.07,6.8,18.1,14.7,24.7,39.4,0.0,0.0,0.0,0.0,278.05,799.46,316.59,296.43,6.85,5638.0,15.57,0,nao,9.77436,1.254920497729951,20.063160000000003,19.91374697511669,5.617318553507252,2.19568756371857,0.0,0.0,0.0,0.0,0.0,0.0
2004-06-23,7.59,8.25,7.97,20.3,13.9,22.9,36.8,0.0,0.26,-181.61,-164.31,279.71,822.59,317.67,295.79,7.5,5637.0,14.82,0,nao,5.95349221630145,10.13592087480516,18.492030678003097,16.646106218670553,36.25065691982098,8.352457563785672,705.86,703.21,706.42,713.47,0.5599999999999454,10.259999999999991
2004-06-24,5.5,6.91,6.59,14.3,15.9,23.9,39.8,0.0,0.0,0.0,0.0,281.94,848.71,320.08,295.5,8.45,5662.0,16.77,0,nao,5.060411365999738,9.950668911832132,43.66676888682037,38.60794201385926,52.9402375104572,20.66876800345025,0.0,0.0,0.0,0.0,0.0,0.0
2004-06-25,4.15,3.55,3.4,23.9,17.1,25.1,42.2,0.0,0.0,0.0,0.0,283.65,849.63,324.89,297.19,9.48,5665.0,24.5,0,nao,17.49096,12.71607884644348,30.35196,17.54011134877477,55.7152104679187,13.543866292077562,0.0,0.0,0.0,0.0,0.0,0.0
2004-06-26,4.11,2.86,2.65,30.0,17.7,23.7,41.4,0.14,3.46,-127.84,-109.91,285.44,864.35,328.26,297.59,10.55,5667.0,29.74,0,nao,15.94764,14.92512899210349,24.17868,8.914374019083066,58.80306982022323,15.0360435937954,660.23,587.12,672.67,677.78,12.43999999999994,90.65999999999997
2004-06-27,6.1,6.96,6.67,23.1,14.7,23.7,38.4,0.0,0.0,0.0,0.0,280.88,812.99,322.18,298.02,8.23,5687.0,23.15,0,nao,9.259920000000001,5.545609767793248,21.60648,12.503270053882112,21.817973512877103,6.221226515880811,0.0,0.0,0.0,0.0,0.0,0.0
2004-06-28,2.66,2.86,2.47,30.9,18.3,26.3,44.6,0.0,0.0,0.0,0.0,282.54,823.08,325.45,298.72,9.08,5677.0,25.42,1,sim,10.2888,3.090853672285523,26.23644,17.135910196594796,39.80188328634899,26.988058250001988,0.0,0.0,0.0,0.0,0.0,0.0
2004-06-29,2.93,3.78,3.69,29.7,18.1,26.1,44.2,0.0,0.0,0.0,0.0,283.36,852.02,323.67,296.64,9.28,5681.0,23.96,0,nao,3.294023232704955,0.3748265671333331,6.649975725355015,3.359013977210172,5.7254428654845535,5.057294040418362,0.0,0.0,0.0,0.0,0.0,0.0
2004-06-30,1.4,1.51,1.29,17.9,19.7,27.7,47.4,0.0,0.0,0.0,0.0,283.25,843.6,324.57,297.38,9.3,5676.0,20.85,0,nao,7.20216,0.4288231511136844,3.08664,10.25592237207173,0.821789613366705,2.3482400511233923,0.0,0.0,0.0,0.0,0.0,0.0
2004-07-01,1.8,2.33,2.07,16.5,19.3,27.3,46.6,0.0,0.0,0.0,0.0,282.2,827.96,323.76,297.87,8.84,5680.0,17.6,0,nao,3.08664,0.447939152451386,13.37544,14.9440782137155,12.215339078424154,11.831189935006837,0.0,0.0,0.0,0.0,0.0,0.0
2004-07-02,3.68,4.31,3.99,18.5,17.5,25.5,43.0,0.0,0.0,0.0,0.0,281.15,812.28,323.03,298.38,8.37,5681.0,18.13,0,nao,18.51984,1.685552972417804,26.236440000000005,21.770158241634032,46.57766789278672,29.50258191525971,0.0,0.0,0.0,0.0,0.0,0.0
2004-07-03,5.04,5.0,4.75,11.3,15.3,25.3,40.6,0.0,0.0,0.0,0.0,281.58,814.05,324.0,298.65,8.6,5700.0,15.75,1,sim,7.7166,5.389102198178493,31.38084,23.789890182576432,31.245796014612488,15.771576347681563,0.0,0.0,0.0,0.0,0.0,0.0
2004-07-04,1.96,3.1,2.99,16.3,20.1,25.1,45.2,0.0,0.0,0.0,0.0,282.9,836.32,324.59,297.74,9.15,5689.0,19.8,0,nao,19.03428,7.134281544394776,30.8664,12.30587121519169,72.71489799617083,31.606092818352955,0.0,0.0,0.0,0.0,0.0,0.0
2004-07-05,4.9,2.38,2.3,13.9,13.9,27.9,41.8,0.0,0.0,0.0,0.0,284.02,849.66,326.0,297.57,9.75,5687.0,21.05,0,nao,20.01577304011238,31.46827257248639,31.20016616738972,12.29491230022095,142.4357747284292,38.559268354108085,0.0,0.0,0.0,0.0,0.0,0.0
2004-07-06,4.98,5.44,5.1,16.0,19.0,20.7,39.7,0.0,0.0,0.0,0.0,283.42,862.27,322.43,295.69,9.19,5664.0,20.32,0,nao,11.01691285608401,11.97529097448808,15.365996466035176,4.539848735243623,35.062412954334725,10.389842638725142,0.0,0.0,0.0,0.0,0.0,0.0
2004-07-07,3.38,3.2,2.79,11.3,17.5,25.5,43.0,0.0,0.0,0.0,-136.8,284.09,845.89,326.76,298.02,9.81,5690.0,17.62,0,nao,13.88988,14.29772662289672,13.88988,2.9037756227442326,48.03052519720085,15.366344683769473,0.0,712.02,0.0,719.21,0.0,7.190000000000055
2004-07-08,2.97,2.6,2.41,10.5,16.9,27.9,44.8,0.0,0.0,0.0,0.0,280.04,779.62,324.76,300.7,8.1,5694.0,18.41,1100,sim,17.49096,36.42303600168777,26.23644,9.128229304990898,138.86050756553968,30.68183926194928,0.0,0.0,0.0,0.0,0.0,0.0
2004-07-09,2.46,2.18,2.07,29.1,20.9,23.7,44.6,7.01,10.17,-155.8,-134.19,284.06,858.63,324.83,296.72,9.64,5640.0,26.42,212,sim,13.37544,56.2286083353131,26.236440000000005,13.269060517143242,102.19932793635104,7.15485418826539,548.83,548.58,581.3,588.91,32.469999999999914,40.32999999999993
2004-07-10,3.3,1.4,1.06,27.9,17.3,27.3,44.6,0.0,0.64,-282.46,-241.84,282.56,822.72,325.55,298.79,9.11,5670.0,21.24,4359,sim,20.34493692032695,70.0232516521679,24.579941605517707,8.869058585779312,179.9715499360342,22.97783444173544,582.75,581.27,585.1,595.65,2.3500000000000227,14.379999999999995
2004-07-12,10.62,12.62,12.44,-8.4,15.0,16.9,31.9,0.0,0.0,0.0,0.0,279.4,869.48,310.69,290.81,6.92,5650.0,14.87,0,nao,13.88988,3.051893094665486,25.20756,12.893449539768278,38.17272350332203,23.01880910811,0.0,0.0,0.0,0.0,0.0,0.0
2004-07-13,2.78,7.86,7.57,-4.1,18.7,24.7,43.4,0.0,0.0,0.0,0.0,282.41,870.78,318.38,293.82,8.5,5681.0,16.35,1,sim,11.83997851818033,29.09970041785398,20.5776,10.805546241264866,75.4538850600443,11.862746720823823,0.0,0.0,0.0,0.0,0.0,0.0
2004-07-14,6.09,5.03,4.89,-5.9,12.9,26.9,39.8,0.0,0.0,0.0,0.0,280.47,811.03,321.32,297.78,8.03,5684.0,16.42,3,sim,4.629960000000001,0.3326385928624255,7.716599999999999,3.663375771872429,2.28978237639014,1.4468649630354684,0.0,0.0,0.0,0.0,0.0,0.0
2004-07-15,3.06,3.55,3.27,15.5,17.9,25.9,43.8,0.0,0.0,0.0,0.0,281.11,799.15,324.85,299.72,8.48,5691.0,19.49,1,sim,4.62996,1.277769317222299,21.09204,16.470207780107852,0.8752667670360447,1.8186689242979648,0.0,0.0,0.0,0.0,0.0,0.0
2004-07-16,1.18,2.86,2.53,28.5,20.3,26.3,46.6,0.0,0.0,0.0,0.0,283.07,839.15,324.67,297.63,9.23,5684.0,25.07,21,sim,12.34656,18.03933076978967,19.548720000000003,8.999034378568213,57.63135201797143,10.522988598645371,0.0,0.0,0.0,0.0,0.0,0.0
2004-07-17,6.65,6.55,6.41,24.6,18.4,20.3,38.7,0.0,0.0,0.0,0.0,282.15,874.58,317.16,293.18,8.32,5624.0,27.37,1,sim,22.09166025274376,13.25529740979554,33.63227002388346,15.42048327554927,85.4943138523013,27.18049422920636,0.0,0.0,0.0,0.0,0.0,0.0
2004-07-18,7.57,7.82,7.7,7.8,18.0,19.7,37.7,0.0,0.0,0.0,0.0,281.03,873.56,314.31,292.11,7.71,5611.0,16.53,0,nao,18.77208561168892,22.43490937011896,32.56595669258858,13.889879999999998,109.96510784754224,30.10204491469313,0.0,0.0,0.0,0.0,0.0,0.0
2004-07-19,6.0,6.76,6.87,26.6,18.8,21.5,40.3,0.0,0.0,0.0,0.0,281.98,886.75,315.1,291.84,8.1,5602.0,27.82,61,sim,28.26774820674487,28.22529610718147,22.552721483039296,7.990386205887936,156.4360390625478,49.99701046757952,0.0,0.0,0.0,0.0,0.0,0.0
2004-07-20,4.38,4.77,4.78,26.4,20.5,24.1,44.6,0.0,0.0,0.0,0.0,281.1,884.77,313.06,291.12,7.65,5562.0,22.07,0,nao,11.8410443176501,0.4691933421577085,16.751343138064158,5.034337913650955,23.181321938754035,14.846858774677164,0.0,0.0,0.0,0.0,0.0,0.0
2004-07-21,8.53,6.61,6.43,-26.1,16.9,21.9,38.8,0.0,0.0,0.0,0.0,278.07,851.43,309.74,291.15,6.46,5550.0,10.41,0,nao,30.23077730043805,12.36720586490342,16.503623721401045,24.95341633107925,65.4970534333828,22.68416746185005,0.0,0.0,0.0,0.0,0.0,0.0
2004-07-22,16.07,14.55,14.38,-33.8,10.4,13.7,24.1,0.0,0.0,0.0,0.0,278.1,863.75,308.26,289.99,6.36,5556.0,11.0,0,nao,29.23628367032972,14.57375065151923,14.594422612912668,21.710958882016232,50.17306016183692,32.560118595626626,0.0,0.0,0.0,0.0,0.0,0.0
2004-07-24,12.49,12.5,12.37,-26.3,11.9,18.9,30.8,0.0,0.0,0.0,0.0,277.09,859.35,306.48,289.37,5.95,5602.0,7.79,0,nao,11.83212,7.592303669341826,21.09204,20.350962972846737,11.785982877009536,8.008613242850723,0.0,0.0,0.0,0.0,0.0,0.0
2004-07-27,11.12,10.15,9.98,-29.1,10.3,22.3,32.6,0.0,0.0,0.0,0.0,278.72,868.16,309.2,290.23,6.61,5644.0,7.18,0,nao,6.904986734740314,2.004634773729283,23.591833761867356,29.661315440522912,15.118873084462576,6.397671334050687,0.0,0.0,0.0,0.0,0.0,0.0
2004-07-28,12.28,12.12,11.9,-11.3,11.7,17.7,29.4,0.0,0.0,0.0,0.0,279.86,864.57,312.47,291.76,7.19,5653.0,9.07,0,nao,3.60108,1.502682686178572,7.7166,4.141133787273957,1.403118197129523,5.487880620928278,0.0,0.0,0.0,0.0,0.0,0.0
2004-07-31,3.16,4.65,4.39,27.0,18.9,26.9,45.8,0.0,0.0,0.0,0.0,277.95,805.01,315.59,295.74,6.76,5622.0,16.54,0,nao,19.54872,27.46797878268477,23.1498,10.904662626257608,92.15715850479882,17.30212436391082,0.0,0.0,0.0,0.0,0.0,0.0
2004-08-01,2.29,5.28,5.04,7.4,21.2,25.5,46.7,0.0,0.0,0.0,0.0,278.11,815.73,314.52,294.8,6.77,5614.0,12.88,0,nao,27.26532,34.98549777707903,24.17868,3.813732652376828,99.7061867361806,29.11416387491956,0.0,0.0,0.0,0.0,0.0,0.0
2004-08-02,8.6,9.94,9.74,4.1,7.7,27.7,35.4,0.0,0.0,0.0,0.0,276.45,818.49,310.16,292.75,6.24,5618.0,9.4,1,sim,24.84201468148906,44.39336585316192,16.376402594766628,9.830918147565503,103.469046715719,12.510384946264558,0.0,0.0,0.0,0.0,0.0,0.0
2004-08-03,4.0,5.4,5.05,26.3,17.1,25.1,42.2,22.81,27.89,-296.43,-268.34,282.94,854.53,322.12,295.96,8.99,5658.0,18.76,0,nao,27.0354463353016,21.81245025669912,13.343039307774834,29.462639471167545,53.47453219299796,6.212727302503849,624.39,623.7,674.59,679.42,50.200000000000045,55.719999999999914
2004-08-04,6.78,5.24,4.84,1.9,14.7,22.7,37.4,0.0,0.0,0.0,0.0,284.89,874.44,325.11,296.04,10.01,5689.0,15.91,0,nao,20.24045204665153,21.4164397800516,19.42662754953227,21.29186459171834,56.23293339934538,18.16527713986917,0.0,0.0,0.0,0.0,0.0,0.0
2004-08-05,10.7,9.48,9.22,-9.5,8.9,22.9,31.8,0.0,0.0,0.0,0.0,281.32,867.19,315.91,293.03,7.94,5658.0,11.99,0,nao,15.4332,7.079399196973087,22.12092,22.225880133331405,22.624206931462677,8.57127247366902,0.0,0.0,0.0,0.0,0.0,0.0
2004-08-06,11.76,10.74,10.46,-27.1,7.7,21.7,29.4,0.0,0.0,0.0,0.0,279.31,821.04,316.82,295.51,7.36,5690.0,9.69,0,nao,21.20229154214802,16.72554699632589,41.66964,22.858842848854685,81.87404069575743,23.35048068615672,0.0,0.0,0.0,0.0,0.0,0.0
2004-08-07,9.08,10.06,9.8,-23.5,12.1,22.1,34.2,0.0,0.0,0.0,0.0,277.2,789.32,315.9,296.61,6.59,5678.0,13.43,0,nao,7.7166,1.378480434282107,15.4332,8.225680947026307,29.624882570459967,17.683006173890078,0.0,0.0,0.0,0.0,0.0,0.0
2004-08-08,9.22,9.41,9.2,18.7,16.9,18.7,35.6,0.0,0.0,0.0,0.0,279.59,867.88,311.36,291.15,7.02,5606.0,16.07,0,nao,25.71484609626297,30.63861454839203,23.814738391273583,2.473498804689437,135.28237572889353,38.72574169940785,0.0,0.0,0.0,0.0,0.0,0.0
2004-08-09,14.39,14.01,13.89,-34.3,8.9,18.9,27.8,0.0,0.0,0.0,0.0,274.5,843.47,302.7,288.19,5.03,5591.0,6.63,0,nao,22.29448265101289,16.27376099816675,34.95248455872079,23.43732001416541,101.52182105195202,38.42231098610384,0.0,0.0,0.0,0.0,0.0,0.0
2004-08-10,12.97,11.39,11.24,-18.4,13.2,16.7,29.9,0.0,0.0,0.0,0.0,278.31,858.28,309.46,290.74,6.5,5617.0,9.24,0,nao,30.0496377416301,24.35980931292279,28.845196780945887,13.937370823998204,93.93757911008863,23.02036839471748,0.0,0.0,0.0,0.0,0.0,0.0
2004-08-11,14.6,13.05,12.92,-22.5,-5.9,25.1,19.2,0.0,0.0,0.0,0.0,277.42,867.42,306.25,288.94,6.1,5647.0,7.23,0,nao,19.88584773327392,27.36528428068695,30.17166112950419,10.288800000000002,80.11592335381523,16.812812210392263,0.0,0.0,0.0,0.0,0.0,0.0
2004-08-12,11.48,10.93,10.96,-8.3,13.5,19.5,33.0,0.0,0.0,0.0,0.0,275.1,819.05,307.03,291.26,5.43,5629.0,10.28,0,nao,21.87573603747259,24.65683685936465,26.104978883730205,17.527667224234346,90.656015347061,32.06702512879853,0.0,0.0,0.0,0.0,0.0,0.0
2004-08-13,13.61,11.46,11.3,-32.1,11.1,18.1,29.2,0.0,0.0,0.0,0.0,276.47,837.48,307.76,290.85,5.87,5611.0,7.41,0,nao,13.92932715889589,13.29996013725944,19.069568189019208,9.008813631193007,31.87513774665455,11.577462750190303,0.0,0.0,0.0,0.0,0.0,0.0
2004-08-14,12.75,11.36,11.18,-30.7,9.9,19.9,29.8,0.0,0.0,0.0,0.0,277.49,845.05,309.19,291.18,6.24,5622.0,8.61,0,nao,9.259920000000001,0.6637740214945878,13.37544,14.161080003277393,6.466781056690884,9.363376420431525,0.0,0.0,0.0,0.0,0.0,0.0
2004-08-16,9.93,9.82,9.66,-25.5,10.7,22.7,33.4,0.0,0.0,0.0,0.0,278.98,833.58,314.29,293.9,7.04,5683.0,9.78,0,nao,12.51686542434647,4.299792931228259,17.989956306323037,11.19959580568154,29.486138603835464,10.465348387482088,0.0,0.0,0.0,0.0,0.0,0.0
2004-08-17,9.37,10.34,10.16,-19.5,11.1,23.1,34.2,0.0,0.0,0.0,0.0,278.05,820.3,313.75,294.26,6.68,5699.0,10.62,0,nao,6.687720000000001,3.847649366517972,5.1444,8.648214540907142,28.83870560647229,18.170393605295285,0.0,0.0,0.0,0.0,0.0,0.0
2004-08-18,7.39,7.61,7.47,-4.5,12.7,24.7,37.4,0.0,0.0,0.0,0.0,278.09,789.57,318.09,297.53,6.98,5727.0,10.67,2,sim,8.74548,2.906727501669566,27.77976,20.37800687470995,13.379603091666022,9.810118995954564,0.0,0.0,0.0,0.0,0.0,0.0
2004-08-19,6.01,6.91,6.77,-4.3,13.3,26.3,39.6,0.0,0.0,0.0,0.0,278.3,784.75,319.33,298.28,7.12,5730.0,12.32,0,nao,10.80324,2.348628974085477,12.346560000000002,4.297647840001066,32.57885454203866,23.17177071504577,0.0,0.0,0.0,0.0,0.0,0.0
2004-08-20,5.83,7.25,7.12,3.9,13.1,26.1,39.2,0.0,0.0,0.0,0.0,279.33,787.61,321.63,299.08,7.64,5734.0,14.75,0,nao,10.80324,1.455048849980855,22.635359999999995,15.950542746600751,21.472324117941127,13.891956760252205,0.0,0.0,0.0,0.0,0.0,0.0
2004-08-21,4.61,5.58,5.36,0.5,13.3,28.3,41.6,0.0,0.0,0.0,0.0,279.17,773.7,323.25,300.42,7.71,5749.0,14.72,0,nao,13.37544,9.527230626838548,38.06855999999999,25.216083515886297,18.632603091666947,15.888896122976432,0.0,0.0,0.0,0.0,0.0,0.0
2004-08-22,6.32,6.64,6.23,7.1,11.5,26.5,38.0,0.0,0.0,0.0,0.0,284.07,854.23,325.5,297.17,9.71,5733.0,18.32,0,nao,12.34656,18.25449635892123,36.52524,26.560181104609544,81.25755584054795,27.45015624740737,0.0,0.0,0.0,0.0,0.0,0.0
2004-08-23,5.91,6.39,6.02,25.1,11.1,28.1,39.2,0.0,0.0,0.0,0.0,281.45,814.02,323.63,298.51,8.6,5732.0,16.76,0,nao,17.49096,16.50333596653707,36.0108,26.682390212226093,93.02000983869452,28.948541750207397,0.0,0.0,0.0,0.0,0.0,0.0
2004-08-24,8.27,8.38,8.04,14.7,15.5,18.1,33.6,0.0,0.0,0.0,0.0,282.71,849.49,322.15,296.21,8.89,5704.0,20.39,0,nao,14.53508285048766,25.73018419126617,24.971976662906147,10.453272156542576,104.79183356089216,30.86414311937634,0.0,0.0,0.0,0.0,0.0,0.0
2004-08-25,2.13,5.1,4.93,28.3,18.3,26.3,44.6,0.0,0.0,0.0,0.0,282.81,839.75,323.82,297.3,9.07,5720.0,22.42,0,nao,20.06316,7.725269596986446,30.8664,11.99063775720687,44.22342713112001,16.97488305802419,0.0,0.0,0.0,0.0,0.0,0.0
2004-08-26,6.5,2.45,2.19,19.1,12.9,24.9,37.8,28.32,59.98,-256.32,-203.11,287.45,880.48,332.5,298.11,11.79,5707.0,23.38,0,nao,21.09204,22.42677985139068,23.66424,2.687809949128144,89.50927481618785,23.32795561937557,567.39,560.87,660.94,674.82,93.55000000000007,113.95000000000005
2004-08-27,4.1,5.64,5.57,24.5,17.7,22.7,40.4,0.0,0.0,0.0,0.0,284.56,864.59,325.5,296.65,9.9,5698.0,28.48,110,sim,20.61981653816054,63.89328336654778,28.216820257110417,12.389070841338532,149.5452829329447,16.987347738280913,0.0,0.0,0.0,0.0,0.0,0.0
2004-08-29,8.32,8.22,8.07,4.1,14.9,21.9,36.8,0.0,0.0,0.0,0.0,277.29,805.04,313.95,295.04,6.65,5635.0,12.9,5,sim,27.26532,36.02509050239272,34.46748000000001,17.426442064753697,189.29097197990365,59.50416416703495,0.0,0.0,0.0,0.0,0.0,0.0
2004-08-30,8.13,10.7,10.47,8.9,11.9,23.9,35.8,0.0,0.0,0.0,0.0,273.79,741.97,314.48,298.18,5.49,5705.0,11.47,0,nao,8.74548,1.719603020031136,21.09204,12.571486308988575,28.051242343055662,16.917558600154884,0.0,0.0,0.0,0.0,0.0,0.0
2004-08-31,8.16,8.14,7.92,-1.3,10.7,25.7,36.4,0.0,0.0,0.0,0.0,278.57,814.98,315.78,295.36,7.05,5695.0,8.86,0,nao,13.88988,5.952226884193788,25.722,17.072673747212118,17.95550373275144,7.065402695287451,0.0,0.0,0.0,0.0,0.0,0.0
2004-09-01,8.8,7.58,7.34,-3.5,7.3,27.3,34.6,0.0,0.0,0.0,0.0,280.07,828.46,317.79,295.56,7.64,5693.0,10.88,0,nao,20.44719436704794,18.15489313447762,25.868986216884323,10.088308355057864,83.92578329951968,21.506121333827217,0.0,0.0,0.0,0.0,0.0,0.0
2004-09-02,4.23,4.53,4.21,13.3,12.9,29.9,42.8,0.0,0.0,0.0,0.0,280.21,797.23,322.6,298.97,8.07,5724.0,14.01,0,nao,10.46543258347532,40.04557211115954,14.91876,10.673854127628658,87.4759229682372,9.004670769284173,0.0,0.0,0.0,0.0,0.0,0.0
2004-09-03,4.03,1.4,0.95,27.5,13.1,30.1,43.2,50.23,66.45,-508.24,-424.75,282.01,793.38,328.35,301.31,9.14,5718.0,21.13,180,sim,15.94764,15.83853517376181,31.89528,18.30842266740737,54.12195093952512,10.043740611538674,326.04,325.5,460.48,468.84,134.44,143.33999999999997
2004-09-04,6.78,7.11,6.83,13.8,17.6,19.3,36.9,0.0,0.0,0.0,0.0,282.05,848.29,320.44,295.64,8.51,5679.0,18.5,21,sim,17.19008693104902,18.67328055116679,23.00645620689984,9.771881312366222,72.35809946312459,17.880403202608182,0.0,0.0,0.0,0.0,0.0,0.0
2004-09-05,8.02,7.1,6.77,5.7,9.3,26.3,35.6,0.0,0.0,0.0,0.0,283.34,858.6,322.69,295.97,9.18,5724.0,16.65,0,nao,6.861767343695887,13.21885194111453,8.594535626685667,2.09635061486455,19.813479357790097,0.8376024051236685,0.0,0.0,0.0,0.0,0.0,0.0
2004-09-06,6.11,6.15,5.81,6.7,11.9,26.9,38.8,0.0,0.0,0.0,0.0,282.67,834.88,324.11,297.65,9.13,5736.0,15.51,0,nao,2.5722,0.7455655429196654,15.94764,14.245408356532812,7.684821218742675,4.559171157376149,0.0,0.0,0.0,0.0,0.0,0.0
2004-09-07,8.99,8.18,7.8,-2.9,6.7,26.7,33.4,0.0,0.0,0.0,0.0,280.68,799.04,323.65,299.28,8.29,5748.0,10.92,0,nao,3.60108,0.05563129312928817,8.23104,6.527827563903258,3.202088247336054,3.424814618031323,0.0,0.0,0.0,0.0,0.0,0.0
2004-09-08,7.83,7.39,7.01,-4.3,8.3,27.3,35.6,0.0,0.0,0.0,0.0,277.96,747.56,323.99,302.08,7.51,5755.0,11.66,0,nao,4.46313489967677,7.550003947623471,6.650985808112521,8.993734320867457,10.758538548129575,0.3216710618401791,0.0,0.0,0.0,0.0,0.0,0.0
2004-09-09,8.82,8.99,8.65,-11.3,5.3,28.3,33.6,0.0,0.0,0.0,0.0,273.7,697.34,320.99,303.42,5.83,5758.0,8.25,0,nao,2.421943100312026,0.330233604076523,5.501207907133681,7.913693711183098,1.291258543042611,1.0939140290368152,0.0,0.0,0.0,0.0,0.0,0.0
2004-09-10,5.11,7.02,6.69,-6.1,11.9,28.9,40.8,0.0,0.0,0.0,0.0,280.58,815.79,320.95,297.41,8.07,5729.0,12.27,0,nao,4.677706032495696,1.498242774284007,10.615634014336626,11.413691107010395,12.412856860141108,10.28303356901553,0.0,0.0,0.0,0.0,0.0,0.0
2004-09-11,7.38,8.59,8.29,14.1,7.3,29.3,36.6,0.0,0.0,0.0,0.0,281.6,850.8,318.86,294.92,8.23,5695.0,12.86,0,nao,8.414943656510266,13.50675268595051,18.291087964752805,9.981940247508724,29.110559722174365,2.4635527909681145,0.0,0.0,0.0,0.0,0.0,0.0
2004-09-12,6.52,6.93,6.59,18.3,17.5,19.7,37.2,0.0,0.0,0.0,0.0,283.64,875.99,321.15,294.58,9.18,5646.0,23.21,19,sim,13.29119926521998,23.69175622273361,26.270704653247517,13.430365887404673,65.67918690736542,10.790329293513794,0.0,0.0,0.0,0.0,0.0,0.0
2004-09-13,4.13,4.1,3.73,16.9,19.7,21.9,41.6,0.0,0.0,0.0,0.0,282.8,844.88,323.07,296.76,8.99,5656.0,18.74,95,sim,13.36338780383096,8.304343086135018,27.122729774068063,14.659129639625077,54.35572012350711,26.778131946356503,0.0,0.0,0.0,0.0,0.0,0.0
2004-09-14,5.15,4.84,4.51,17.5,13.7,27.7,41.4,0.0,0.0,0.0,0.0,280.57,813.12,321.29,297.66,8.06,5672.0,17.09,493,sim,20.06316,32.37142960765818,31.38084,13.299212802204918,122.1311955984431,25.937345482195838,0.0,0.0,0.0,0.0,0.0,0.0
2004-09-15,3.52,9.4,9.24,21.5,18.1,25.1,43.2,0.0,0.0,0.0,0.0,270.3,694.86,313.62,299.94,4.57,5682.0,19.26,155,sim,24.69312,85.24836306586357,24.69312,11.52898876627507,98.98700068674812,2.89192545313642,0.0,0.0,0.0,0.0,0.0,0.0
2004-09-16,9.9,11.94,11.85,12.3,9.7,23.7,33.4,0.0,0.0,0.0,0.0,272.23,745.88,310.46,296.04,4.83,5678.0,13.11,30,sim,19.43736770731755,57.29725143315902,31.829619586563044,12.506375095495152,155.99953666714487,21.883241567761445,0.0,0.0,0.0,0.0,0.0,0.0
2004-09-17,6.1,4.38,4.13,21.3,16.1,24.1,40.2,0.0,0.0,0.0,0.0,282.56,859.56,320.32,295.05,8.72,5672.0,21.99,1222,sim,11.30913452142058,53.78276700359337,32.92416,21.649690419470847,163.61017425469004,27.272860360862907,0.0,0.0,0.0,0.0,0.0,0.0
2004-09-18,0.9,0.19,0.05,27.7,18.5,30.5,49.0,0.98,2.42,-441.39,-396.88,283.91,850.12,325.59,297.41,9.69,5673.0,24.16,5103,sim,16.73823430723465,25.76401203648407,21.446331770691508,4.836762223800521,85.28776643782406,15.173049529964132,480.25,479.14,493.67,497.76,13.420000000000016,18.620000000000005
2004-09-22,7.71,6.41,5.97,6.3,9.3,26.3,35.6,0.0,0.0,0.0,0.0,280.07,764.87,327.1,302.37,8.31,5752.0,15.77,0,nao,7.7166,0.4528623729057069,11.83212,9.870773802400247,12.095395330561116,7.70294442980699,0.0,0.0,0.0,0.0,0.0,0.0
2004-09-23,4.55,3.18,2.73,18.1,12.3,29.3,41.6,0.0,0.0,0.0,0.0,283.59,819.14,329.22,300.24,9.8,5744.0,21.43,0,nao,9.77436,1.261696957918561,11.83212,2.912741002273859,12.039768383786615,5.026793877915569,0.0,0.0,0.0,0.0,0.0,0.0
2004-09-24,6.54,6.48,6.07,20.5,9.3,28.3,37.6,0.0,0.0,0.0,0.0,281.89,797.44,327.37,300.74,9.04,5745.0,20.48,0,nao,16.3913825494196,17.63487710453207,16.452213496755338,10.280458082422506,48.78828100475804,7.215927715621776,0.0,0.0,0.0,0.0,0.0,0.0
2004-09-25,3.03,4.04,3.51,26.3,14.9,27.9,42.8,0.0,0.0,0.0,0.0,284.45,821.21,331.62,300.94,10.37,5745.0,22.71,1,sim,15.56977965346973,9.318504256779397,24.106894043224976,8.879577179811802,56.38209520581755,17.55101877703904,0.0,0.0,0.0,0.0,0.0,0.0
