data,Showalterindex,Liftedindex,LIFTcomputedusingvirtualtemperature,Kindex,Crosstotalsindex,Verticaltotalsindex,Totalstotalsindex,ConvectiveAvailablePotentialEnergy,CAPEusingvirtualtemperature,ConvectiveInhibition,CINSusingvirtualtemperature,Temp[K]oftheLiftedCondensationLevel,Pres[hPa]oftheLiftedCondensationLevel,Equivalentpotentialtemp[K]oftheLCL,Meanmixedlayerpotentialtemperature,Meanmixedlayermixingratio,1000hPato500hPathickness,Precipitablewater[mm]forentiresounding,contagem_raios,sim_nao,shear_index,BRNSH_index,shear_0_15000,shear_6000_15000,BRNSH_500_15000,BRNSH_6000_15000,EL,EL (Tv),LFC,LFC (Tv),Prof_cam_convec,Prof_cam_tv
2014-01-22,-0.67,-1.14,-1.65,33.2,21.2,24.1,45.3,544.04,662.19,-73.15,-42.3,288.55,828.53,344.81,304.49,13.47,5778.0,34.73,9390,sim,8.16504120936511,0.8217282146777575,20.6397806053181,14.606930475411056,15.97491294701355,8.90369660653825,217.02,216.7,700.35,722.33,483.33000000000004,505.63000000000005
2014-01-23,-2.27,-2.67,-3.42,35.9,22.9,24.1,47.0,991.75,1127.75,-66.07,-45.16,289.71,834.45,348.36,305.1,14.43,5781.0,38.79,6402,sim,5.231791743317965,1.410314816230563,15.101589108525689,10.293205445221409,19.996362592529305,17.867276161224805,198.29,198.12,714.82,734.95,516.5300000000001,536.83
2014-01-25,-0.33,-0.68,-1.28,29.9,19.5,27.5,47.0,144.79,216.99,-304.84,-219.78,288.48,849.01,341.11,302.3,13.08,5778.0,28.29,2839,sim,10.56274385025183,13.44476546715689,16.43470298714528,18.83070972961046,29.05146713979116,9.609911299231657,295.74,294.4,558.35,605.45,262.61,311.05000000000007
2014-01-26,1.56,-1.96,-2.63,28.5,18.5,26.5,45.0,344.41,462.79,-145.69,-93.76,288.19,844.41,340.8,302.48,12.91,5744.0,27.25,3422,sim,1.831919458489595,5.799133759210861,12.913056359993902,12.137560812615302,12.17958357733148,2.3498169681249648,268.47,267.91,620.4,698.02,351.92999999999995,430.10999999999996
2014-01-27,-2.34,-3.95,-4.75,18.5,22.1,28.1,50.2,815.1,971.74,-156.1,-100.16,289.8,853.75,345.38,303.2,14.19,5766.0,27.85,2048,sim,5.271346626951617,0.06953142872603281,12.441720065582428,7.275476465777688,18.62628813194989,18.51942340425197,221.28,220.87,670.11,709.63,448.83000000000004,488.76
2014-01-28,-1.65,-4.44,-5.29,16.3,21.9,26.9,48.8,1047.97,1264.54,-36.78,-19.15,290.57,861.25,347.21,303.26,14.77,5756.0,26.42,2860,sim,8.720588465894473,18.37123142714966,25.007344177344457,17.913339073655177,39.08567435623633,7.461374538490961,214.52,214.25,779.58,801.11,565.0600000000001,586.86
2014-01-29,4.04,1.7,1.16,20.7,14.1,28.1,42.2,0.0,0.0,0.0,0.0,280.88,747.39,332.31,305.27,8.97,5740.0,18.82,115,sim,20.65458411388403,2.320524864030544,19.034280000000003,5.909113638007357,32.14165804511166,22.314195049465415,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-30,-0.08,-0.28,-0.77,33.5,18.3,30.3,48.6,11.09,28.15,-330.34,-252.62,282.53,759.58,335.38,305.63,9.84,5765.0,24.0,42,sim,15.59272574940124,5.504926598163721,11.354565889710674,23.037650219078355,6.02658818221808,1.9989332951342296,302.87,302.74,542.06,566.74,239.18999999999994,264.0
2014-01-31,2.12,1.54,1.0,17.3,16.1,28.1,44.2,36.85,50.42,-529.97,-398.14,283.09,765.2,336.26,305.6,10.15,5779.0,22.32,17,sim,9.886052566903174,0.8457758980540273,9.25992,17.346433431519237,1.954732227635616,0.8268139851789382,301.45,299.74,413.72,419.95,112.27000000000004,120.20999999999998
2014-02-01,4.69,3.17,2.58,8.5,13.3,26.3,39.6,8.09,16.19,-716.78,-539.19,282.96,760.51,336.63,306.0,10.13,5796.0,15.74,0,nao,6.669659846153041,2.868497263870228,11.651810480642052,14.911393429815694,4.860835527197068,0.9718146054538336,300.68,298.8,409.19,418.84,108.50999999999999,120.03999999999996
2014-02-02,1.13,1.47,0.78,32.3,18.3,25.3,43.6,286.53,327.66,-98.8,-76.52,284.13,762.46,340.21,307.04,10.93,5796.0,26.75,386,sim,7.406237711479424,11.38202893386772,15.784701330375114,15.006399416382225,18.22046180289591,0.9542452676722296,225.03,224.75,688.37,698.68,463.34000000000003,473.92999999999995
2014-02-03,0.74,0.46,-0.27,32.3,19.1,25.1,44.2,468.04,543.83,-85.23,-63.58,285.49,783.95,341.21,306.07,11.64,5783.0,28.12,397,sim,5.825607362136114,6.675088099079666,10.315196537847475,14.370211075229625,6.497688887186362,0.1411671562380762,200.4,200.33,690.26,702.68,489.86,502.3499999999999
2014-02-04,1.84,2.09,1.38,37.3,16.5,26.5,43.0,251.27,279.46,-120.37,-116.17,283.47,747.3,340.62,308.09,10.67,5807.0,34.81,324,sim,5.170381901788764,2.174828534569254,9.668658039858936,4.611627854220553,9.148630082638258,1.9858561722966457,220.52,220.38,651.26,650.94,430.74,430.56000000000006
2014-02-05,2.18,1.08,0.31,22.9,16.5,25.5,42.0,752.49,847.58,-177.28,-129.19,287.6,810.97,344.23,305.35,12.94,5783.0,29.84,846,sim,5.292458457312323,1.600961672043604,0.0,5.292458457312323,0.3192445463884908,0.52972382757833,203.83,203.76,681.32,710.76,477.49,507.0
2014-02-06,1.4,0.16,-0.56,21.5,16.9,27.9,44.8,201.3,266.6,-428.59,-297.09,285.76,790.88,340.97,305.59,11.76,5807.0,22.71,75,sim,13.32989093443379,3.636869745902727,14.210095561846162,6.306620173004001,8.792479198995624,1.3536537133468385,250.09,249.62,484.78,569.02,234.68999999999997,319.4
2014-02-07,2.19,1.84,1.2,13.3,16.3,27.3,43.6,134.02,152.74,-478.09,-356.58,282.27,745.63,336.95,306.98,9.86,5795.0,23.88,1120,sim,9.648376759671102,2.144787495182356,18.197031584330947,8.876241270802042,13.366580875024503,5.412605411858662,297.25,296.72,413.78,435.37,116.52999999999997,138.64999999999998
2014-02-08,-2.82,-2.43,-2.97,27.9,21.5,30.5,52.0,553.08,660.86,-210.57,-136.32,284.4,766.33,340.45,306.89,11.08,5776.0,22.98,2090,sim,12.10515139384745,1.575328583163684,10.651782505922544,1.8188839206264047,11.944237090968034,5.035478461315598,259.25,258.72,615.18,657.85,355.92999999999995,399.13
2014-02-09,1.94,0.6,-0.02,28.1,16.1,29.1,45.2,103.68,133.72,-370.4,-243.39,283.06,768.21,335.66,305.23,10.09,5764.0,22.38,1728,sim,5.1444,3.64701885636299,16.909343068523953,15.076647821569503,4.591743573578582,3.988180257548132,307.19,305.94,437.84,593.36,130.64999999999998,287.42
2014-02-10,2.54,1.76,1.03,20.5,15.7,26.7,42.4,381.12,448.46,-232.58,-145.1,284.96,777.45,340.48,306.23,11.35,5783.0,21.37,101,sim,10.28445083949211,7.237633271208939,14.925238922590594,12.632147741988785,14.771321497958258,2.0331239539961907,262.06,261.48,608.33,691.06,346.27000000000004,429.5799999999999
2014-02-11,2.86,2.09,1.44,25.7,16.9,24.9,41.8,177.46,231.86,-137.25,-109.29,285.11,802.03,336.86,303.67,11.09,5754.0,24.07,616,sim,13.02564989524692,2.633635346145695,8.46208742048688,4.629959999999999,6.48960188124086,4.05657577024562,281.68,279.97,663.3,702.66,381.61999999999995,422.68999999999994
2014-02-13,0.69,-0.29,-0.91,35.4,18.9,25.9,44.8,600.95,678.71,-66.91,-49.04,285.98,788.88,342.1,306.05,11.96,5777.0,32.94,11315,sim,7.215431483246554,3.381687959827181,9.66554381030414,13.206923803420407,0.5145199231777744,1.3871133631514443,236.57,236.44,713.32,725.79,476.75000000000006,489.34999999999997
2014-02-14,-0.39,-0.8,-1.54,37.9,20.5,25.1,45.6,303.59,384.41,-78.87,-66.49,288.72,840.7,343.42,303.41,13.43,5760.0,39.87,16615,sim,3.975452742306452,1.559839419577852,4.623007669500775,1.3306478674538833,2.609657569201613,3.975720339449908,280.66,279.69,731.02,741.12,450.35999999999996,461.43
2014-02-15,-0.3,-1.48,-1.6,37.8,21.8,22.9,44.7,351.6,394.23,-2.35,-1.31,290.47,880.16,343.64,301.27,14.35,5740.0,46.31,1240,sim,6.586205295527458,13.61494863538756,1.809550993666448,6.52721024264868,17.494916759368138,10.139834397566798,320.51,319.06,852.24,860.71,531.73,541.6500000000001
2014-02-16,0.4,-0.51,-0.75,33.1,21.5,21.7,43.2,181.39,234.66,0.0,0.0,290.59,891.72,342.22,300.27,14.27,5739.0,42.58,248,sim,7.657919855688019,3.769271431538906,9.0979121131794,12.03602283523756,15.06315088048189,9.76573820515603,294.55,293.58,882.71,885.78,588.1600000000001,592.2
2014-02-18,2.83,2.96,2.42,22.3,20.1,20.7,40.8,0.09,0.68,-3.21,-2.79,285.7,846.18,331.82,299.68,10.92,5712.0,23.45,12,sim,6.558451696145965,0.767829599730488,4.591550213319276,2.404884263648607,17.0235385197156,22.11231945064672,825.15,823.11,834.73,838.7,9.580000000000041,15.590000000000032
2014-02-19,5.83,5.18,4.68,-16.8,17.0,19.3,36.3,0.0,0.0,0.0,0.0,284.51,832.59,330.05,299.82,10.25,5729.0,13.7,0,nao,7.682227446047143,0.9696149512305221,13.430474733237174,7.71875620092932,24.45502077440163,20.805531161349315,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-20,4.78,3.18,2.61,20.1,15.1,24.1,39.2,0.0,0.0,0.0,0.0,286.36,843.71,334.4,300.62,11.44,5742.0,22.06,2,sim,4.997817207379122,1.620023420452619,14.98829014234753,13.280453397018782,9.096221100574368,12.6738198175191,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-22,2.75,0.38,-0.09,33.7,16.7,25.7,42.4,140.19,170.82,-140.33,-110.11,286.75,817.76,339.96,303.73,12.14,5756.0,34.96,1639,sim,2.774253655068861,4.234535689338542,14.097237240084423,14.143101000960025,5.157476454612612,16.5499379399377,403.98,403.44,716.84,724.32,312.86,320.88000000000005
2014-02-23,0.29,0.05,-0.33,31.9,19.3,26.3,45.6,33.7,74.12,-160.99,-125.44,286.44,809.35,340.27,304.3,12.02,5762.0,34.26,3075,sim,4.80127096398129,10.02926841788276,9.016949418453349,10.36654292604284,11.201656185646447,14.595342202649276,384.99,382.34,646.44,675.94,261.45000000000005,293.6000000000001
2014-02-24,-0.76,-1.56,-1.74,36.7,21.3,25.9,47.2,239.4,286.29,-73.82,-63.81,288.65,854.82,340.82,301.9,13.14,5744.0,39.43,9398,sim,5.656611813267345,29.16432302634689,11.77533022890984,11.553669460143556,13.891538637159965,8.854594272080087,329.5,314.7,737.19,741.79,407.69000000000005,427.09
2014-02-25,-2.34,-2.91,-3.35,31.5,22.1,28.1,50.2,447.43,513.51,-136.49,-111.3,288.47,839.42,342.68,303.28,13.25,5761.0,38.84,8920,sim,6.354392563924439,7.255748263567444,9.627096996061958,15.378655633899555,2.8702032989283306,8.112312834962585,288.58,287.61,678.36,685.8,389.78000000000003,398.18999999999994
2014-02-26,-0.53,-0.31,-0.73,32.1,19.7,27.7,47.4,7.17,33.79,-275.12,-195.38,287.22,829.35,339.72,303.01,12.33,5772.0,32.0,515,sim,5.1444,7.959644035264027,7.7166,9.495575644912682,0.6615049677500122,10.366314722369296,410.84,405.27,530.97,654.53,120.13000000000005,249.26
2014-02-27,-1.97,-2.93,-3.66,35.9,21.1,28.1,49.2,474.95,645.05,-51.58,-41.94,287.5,796.76,346.34,306.8,13.09,5794.0,32.04,8056,sim,6.464220235230965,5.119026833108657,2.5722,5.237118849794928,1.185651169734698,7.017215812095007,237.63,237.14,749.09,756.54,511.46000000000004,519.4
2014-02-28,-1.53,-2.99,-3.23,37.1,20.7,29.7,50.4,242.02,271.49,-179.36,-153.77,287.37,828.49,340.4,303.25,12.49,5755.0,38.59,5264,sim,12.21653303193481,29.7984938436841,10.105114219279344,3.490897829095992,57.94690901925884,3.498382948870101,316.29,316.17,667.62,679.92,351.33,363.74999999999994
2014-03-01,1.83,0.92,0.26,30.5,18.3,25.3,43.6,43.45,63.28,-184.64,-154.22,286.88,836.97,337.27,301.86,11.95,5737.0,31.18,3657,sim,9.77436,17.18793002736258,3.60108,10.707070104505055,33.35382213963953,2.810642267165508,553.59,424.08,659.97,670.32,106.38,246.24000000000007
2014-03-02,-1.08,-1.5,-2.05,34.9,22.4,25.9,48.3,305.99,384.59,-74.22,-58.16,288.46,875.03,336.88,299.69,12.67,5714.0,27.22,1515,sim,17.98543904427463,13.96232190510643,17.966503789466664,14.554580757306852,35.413338728791146,6.641477741456078,306.03,304.96,727.44,742.57,421.4100000000001,437.61000000000007
2014-03-03,-0.04,-1.1,-1.73,32.6,21.4,24.3,45.7,196.63,290.15,-129.73,-97.04,289.12,872.31,339.73,300.64,13.27,5737.0,30.87,200,sim,5.515666996846841,0.04683548731850666,18.4695410778772,19.244016723865,23.810200551982327,21.055777605262183,259.99,258.97,654.06,681.8,394.06999999999994,422.8299999999999
2014-03-04,0.24,-0.51,-0.72,33.1,20.3,24.9,45.2,43.13,89.63,-84.9,-69.38,289.03,864.14,340.7,301.35,13.31,5746.0,36.46,1960,sim,9.718847250504066,3.19755063168711,19.54872,10.234067931318473,40.41575258120466,26.600481961966445,287.06,286.55,686.01,754.98,398.95,468.43
2014-03-05,-0.22,-0.82,-0.93,36.7,21.2,24.3,45.5,141.98,165.02,-77.27,-64.51,289.32,869.09,340.99,301.17,13.5,5741.0,43.85,444,sim,5.078545721374257,11.63157335073478,9.91714152034296,11.71908734946944,17.42836555929146,8.510680750423122,385.17,377.22,711.4,719.3,326.22999999999996,342.0799999999999
2014-03-06,-1.3,-2.33,-2.99,32.8,21.8,25.5,47.3,645.89,765.62,-51.04,-37.81,290.53,877.73,344.3,301.58,14.45,5758.0,36.39,4161,sim,9.54643868754017,6.576127431118239,29.80340928145504,34.91979277089395,35.825799097715816,11.336646536583022,240.86,240.32,730.83,749.26,489.97,508.94
2014-03-09,-1.33,-1.27,-1.98,35.2,22.1,25.7,47.8,597.05,724.06,-70.69,-61.92,289.34,877.89,339.66,300.32,13.37,5727.0,29.98,44,sim,14.17903987099231,12.4160800883889,5.573061276103854,11.629075219018928,26.10424748565422,2.10975336926968,262.3,261.93,757.76,763.32,495.46,501.39000000000004
2014-03-10,1.46,-1.03,-1.77,15.1,18.3,26.3,44.6,661.07,828.52,-75.43,-60.49,288.41,848.25,340.99,302.31,13.08,5743.0,25.24,1411,sim,14.17398961609598,11.75119966907337,8.126217875958275,6.267671136824801,25.7443949967464,2.5727780419344746,249.91,249.51,766.46,777.43,516.5500000000001,527.92
2014-03-11,-1.26,-1.73,-2.31,30.3,21.1,27.1,48.2,211.95,294.03,-154.69,-116.79,287.39,821.29,341.71,304.04,12.61,5758.0,33.47,6587,sim,9.735209673607285,14.74512134845657,14.789865879741786,17.991638631482722,22.57954297733052,3.5834720036335765,298.53,296.05,650.07,667.13,351.5400000000001,371.08
2014-03-12,1.14,-0.48,-0.68,36.1,19.3,24.1,43.4,287.06,340.35,-52.64,-38.79,289.26,854.82,343.12,302.54,13.69,5748.0,42.04,4613,sim,3.497119723124458,15.45178474993936,9.1470287945722,12.63930163749425,10.93662820688582,13.066080857390869,350.22,307.4,756.49,770.91,406.27,463.51
2014-03-13,0.96,-0.47,-0.93,22.1,18.7,25.7,44.4,258.15,370.36,-96.96,-77.88,289.84,871.35,342.61,301.48,13.93,5751.0,33.53,6518,sim,7.27450871683527,12.30692761921407,10.806154470266636,17.474543005472942,16.666123247806787,1.5088976364951394,236.02,235.4,753.06,764.37,517.04,528.97
2014-03-14,0.62,-1.2,-1.78,32.3,19.3,25.3,44.6,506.57,642.3,-78.86,-60.8,290.59,877.86,344.48,301.62,14.5,5757.0,34.73,2502,sim,8.295095752069411,3.828353940247135,9.874983615305895,18.16764184688591,3.58787511748044,0.4532687232163262,215.69,215.51,740.31,770.7,524.6199999999999,555.19
2014-03-15,1.46,0.7,-0.09,31.7,18.3,24.3,42.6,272.31,351.38,-120.99,-91.52,287.48,814.72,343.14,304.83,12.78,5788.0,31.42,109,sim,5.65884,6.215883698860545,24.69312,28.32082945942794,1.80534950060862,3.4923849147178467,229.47,229.41,677.24,688.94,447.77,459.5300000000001
2014-03-16,2.3,0.23,-0.58,34.1,16.3,26.3,42.6,501.95,602.57,-120.02,-98.43,287.83,818.43,343.84,304.81,13.03,5786.0,30.81,1824,sim,2.05776,1.060669676118543,11.83212,9.78799629665113,8.21010206296004,5.667898013891986,209.72,209.46,708.32,726.75,498.6,517.29
2014-03-17,2.27,0.27,-0.48,28.9,16.9,25.9,42.8,189.92,282.85,-119.71,-90.77,286.5,802.08,341.71,305.15,12.19,5776.0,29.34,1067,sim,4.11552,0.3242068857363635,10.2888,8.268060169223935,5.28002638661497,6.145476786095923,251.34,251.04,674.04,712.37,422.69999999999993,461.33000000000004
2014-03-18,0.13,-0.62,-1.36,32.3,19.3,26.3,45.6,512.41,601.56,-87.98,-71.74,287.19,809.66,342.94,305.07,12.62,5773.0,35.79,5066,sim,1.54332,3.886512589612413,1.54332,0.4028873659540998,3.877499534527576,2.2005041966728296,238.26,237.82,717.82,738.43,479.56000000000006,500.60999999999996
2014-03-20,0.7,1.01,0.71,28.7,18.9,24.9,43.8,40.32,73.48,-144.19,-110.93,286.88,809.29,341.87,304.78,12.37,5777.0,36.74,3852,sim,5.225923045037883,8.090500686249417,4.552832067434503,1.151559111665874,14.843905983530316,2.261583342527105,434.12,432.72,643.33,660.2,209.21000000000004,227.48000000000002
2014-03-21,-0.39,14.28,14.72,35.0,20.5,25.1,45.6,0.0,0.0,0.0,0.0,263.12,606.82,312.84,303.49,7.34,5782.0,40.75,5699,sim,15.50142187916768,19.59420705643629,8.858591799144653,8.04615050654434,38.331673468104896,2.726732298205452,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-22,0.79,0.57,0.02,32.9,20.9,20.9,41.8,20.39,72.96,0.0,0.0,290.59,890.08,342.51,300.44,14.3,5751.0,38.39,58,sim,17.49096,15.60191323239842,8.74548,11.480892881343928,51.5832091804784,9.37893671339469,468.98,460.92,881.95,882.03,412.97,421.10999999999996
2014-03-23,3.71,4.29,3.8,28.7,19.2,20.3,39.5,0.0,0.0,0.0,0.0,286.69,881.23,329.85,297.26,11.25,5717.0,27.91,1,sim,16.71093723752559,8.185573349679593,19.618028562537276,9.05898502021562,77.37000182006196,36.676024494880416,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-24,3.48,3.05,2.58,-5.6,19.6,21.3,40.9,0.1,0.31,-7.8,-6.15,286.24,873.5,329.51,297.53,10.96,5713.0,22.04,2,sim,12.84877877239423,4.256403691138535,24.16118022464119,11.317680000000005,71.227362140426,39.88093093575535,822.58,822.3,826.66,829.36,4.079999999999927,7.060000000000059
2014-03-25,4.7,5.13,4.68,29.0,17.1,22.1,39.2,0.0,0.0,0.0,0.0,284.32,844.39,327.7,298.42,9.98,5715.0,21.59,2,sim,11.83212,0.5619672647406772,21.09204,15.229479976056783,39.441042951412776,42.45775018192696,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-26,3.83,3.31,2.86,29.5,18.6,21.1,39.7,0.0,0.0,0.0,0.0,285.42,839.62,331.9,300.05,10.8,5716.0,27.23,7,sim,7.954106156206085,3.554560094343584,19.34879942372526,13.919310991157142,8.816591980184606,16.193894215619046,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-27,1.48,-0.03,-0.54,28.5,20.1,24.7,44.8,66.7,101.39,-215.98,-164.56,287.11,860.08,334.43,299.76,11.79,5720.0,26.64,20,sim,6.656444277144004,2.688678324153021,31.52780314972673,26.24488318836417,50.74959558089516,34.19117628162953,358.22,356.09,616.42,631.15,258.19999999999993,275.06
2014-03-28,0.62,-1.31,-1.83,31.1,19.9,26.9,46.8,261.45,354.62,-102.72,-77.66,288.57,880.58,336.43,299.26,12.68,5709.0,29.99,262,sim,11.30512357289489,9.878434045123873,21.542947881970036,10.45862064147357,82.1646919105421,32.234222863510375,258.3,258.12,661.07,712.3,402.77000000000004,454.17999999999995
2014-03-29,-0.65,-0.7,-1.31,31.1,20.9,26.9,47.8,28.36,85.59,-188.65,-126.61,288.72,878.12,337.34,299.66,12.84,5730.0,28.14,114,sim,11.79137073825496,7.66310814021185,24.433066063869624,13.577489253016104,72.95578208747602,40.07676328568808,439.83,433.5,553.55,690.22,113.71999999999997,256.72
2014-03-30,0.3,0.53,0.18,32.7,19.7,24.7,44.4,92.11,139.14,-105.17,-83.19,289.0,858.13,341.59,301.93,13.39,5758.0,38.49,1828,sim,9.742222484554752,3.803915284043319,20.84370502825755,13.101279342450892,20.412807612466,10.349445633354462,344.78,338.16,701.46,750.51,356.68000000000006,412.34999999999997
2014-03-31,0.1,-0.75,-1.0,36.0,20.6,23.9,44.5,182.74,229.44,-47.19,-35.29,289.39,856.53,343.31,302.49,13.76,5758.0,43.53,1591,sim,5.540688366764549,1.986071505228857,13.368812636681234,12.83369052771429,22.411698334664656,10.292035538221004,300.49,295.06,738.6,757.75,438.11,462.69
2014-04-01,-1.37,-1.8,-2.13,35.3,21.9,24.9,46.8,312.89,387.55,-44.77,-36.17,289.85,860.4,344.46,302.58,14.11,5762.0,42.18,5600,sim,6.687720000000001,2.527651812217927,9.774359999999998,7.8475858228098705,23.25909343818895,9.591426434496013,258.2,257.66,755.99,768.21,497.79,510.55
2014-04-02,-2.0,-2.46,-3.16,34.4,23.6,23.9,47.5,221.43,293.71,-0.9,-0.59,290.43,882.42,343.1,301.01,14.27,5738.0,37.64,484,sim,5.65884,2.181728802239841,9.25992,5.649848640657618,12.875616490303042,8.428039914154713,431.81,427.16,859.4,864.05,427.59,436.88999999999993
2014-04-03,0.67,-1.1,-1.45,29.9,20.7,23.3,44.0,104.13,193.61,-38.16,-27.65,290.58,891.62,342.2,300.27,14.26,5748.0,34.69,37,sim,3.011438789535404,1.191901342556646,3.4971197231244573,4.297521732762255,13.931047982152332,14.107000545609626,449.14,436.76,730.72,766.01,281.58000000000004,329.25
2014-04-04,-0.7,-0.32,-0.87,34.0,22.4,22.7,45.1,22.03,45.83,-45.58,-33.67,289.59,880.25,340.24,300.36,13.56,5744.0,37.54,22,sim,10.40663903796817,0.4490502129929453,9.895450976686204,7.21266036787244,16.46621508628155,15.952180336629723,477.44,463.28,649.3,660.66,171.85999999999996,197.38
2014-04-05,10.97,5.15,4.69,-3.1,2.7,26.7,29.4,0.0,0.0,0.0,0.0,285.86,866.63,329.3,297.81,10.77,5744.0,13.17,0,nao,11.13332463228947,0.312318748696036,17.547712537807918,13.657795357378273,16.018858971798632,16.84671107764199,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-06,4.63,5.42,4.85,4.7,15.5,22.5,38.0,0.0,0.0,0.0,0.0,287.13,867.04,333.44,299.09,11.73,5762.0,17.86,0,nao,10.11851800207565,0.3460466261165647,18.846375803952625,13.411611042987849,14.645249289856007,10.315161084803858,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-07,13.69,5.23,4.62,-10.9,0.5,23.5,24.0,0.0,0.0,0.0,0.0,286.38,827.91,337.01,302.28,11.74,5775.0,14.44,0,nao,9.774360000000001,3.201892181961254,18.0054,12.41321716252896,29.34203115733474,13.78075209909176,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-08,2.78,5.83,5.35,29.9,17.3,23.3,40.6,0.0,0.0,0.0,0.0,286.13,856.47,331.67,299.09,11.36,5755.0,24.41,2,sim,16.45007999589089,13.72626388163795,18.238940315823022,2.185092443745444,30.81887270967737,3.5491374208766864,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-09,0.99,0.53,0.16,33.7,17.9,26.9,44.8,39.93,57.58,-208.64,-184.14,286.83,815.94,340.56,304.02,12.27,5781.0,35.28,67,sim,17.2073581542103,24.63808265631031,12.7382929406444,10.459480415409477,43.90166994472644,1.9833283244815747,414.34,411.61,645.4,652.6,231.06,240.99
2014-04-10,2.28,0.59,0.59,29.9,17.7,25.7,43.4,0.0,0.0,0.0,0.0,287.28,846.79,337.11,301.27,12.12,5764.0,38.17,40,sim,1.54332,2.777082936914526,18.51984,16.97652,23.453059927378582,9.23308866502019,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-11,0.87,1.9,1.54,6.9,19.3,24.3,43.6,0.0,1.37,0.0,-200.26,288.47,866.34,338.28,300.55,12.8,5762.0,27.76,394,sim,7.057574510631954,6.813131209703496,17.00766960417564,21.505267538806997,18.89855853237564,3.3550663239780643,0.0,610.94,0.0,627.84,0.0,16.899999999999977
2014-04-12,0.55,0.11,-0.29,31.5,19.5,23.7,43.2,27.79,82.05,-187.49,-141.82,289.57,849.45,345.22,303.4,14.04,5797.0,39.35,5588,sim,12.32797595941016,16.7774055576401,6.118609734832539,6.856799471924382,24.83964956874828,1.0711101436920576,327.92,324.85,609.75,635.33,281.83,310.48
2014-04-13,1.75,0.43,0.31,33.2,18.9,23.1,42.0,41.85,61.49,-100.64,-71.14,290.41,886.61,342.36,300.59,14.19,5756.0,41.51,493,sim,12.34656,14.47779718304978,9.77436,5.57164478368184,26.536563302762037,3.811275931420957,369.67,369.76,652.25,665.92,282.58,296.15999999999997
2014-04-14,4.86,4.67,4.77,28.7,18.4,18.7,37.1,0.0,0.0,0.0,0.0,287.53,891.44,331.17,297.15,11.69,5722.0,40.09,313,sim,20.3009250429482,17.35219939561514,21.964111170185053,4.854402256867956,70.81633575539449,16.280899528600102,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-15,3.13,3.05,3.11,31.0,20.1,20.9,41.0,0.0,0.0,0.0,0.0,287.12,890.31,329.95,296.83,11.39,5701.0,40.49,1,sim,12.69110439445958,5.39469342441507,22.64658675686206,12.196138193053804,46.19112964607304,19.561606497048057,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-16,3.01,2.96,2.37,30.4,18.7,21.9,40.6,2.54,8.71,-0.5,-0.02,287.83,879.3,334.01,298.62,12.11,5709.0,29.86,50,sim,10.49685158107032,8.517369573456367,22.057095914843167,11.89984636096344,60.06093701265269,20.416262490072526,563.64,548.96,875.27,878.88,311.63,329.91999999999996
2014-04-17,-0.24,0.52,-0.1,29.8,21.6,24.5,46.1,48.02,77.75,-124.29,-97.77,288.16,877.43,335.46,299.15,12.39,5720.0,25.49,22,sim,18.26112532834355,12.93593760069814,33.03249644778305,16.501167407925738,107.93280149960616,44.25069171872925,453.86,449.21,697.96,711.06,244.10000000000002,261.84999999999997
2014-04-18,1.2,1.59,1.03,15.2,20.2,23.9,44.1,0.01,7.62,-264.94,-106.79,287.6,874.41,333.95,298.86,11.98,5712.0,22.66,3,sim,17.49096,6.982012980443875,31.79079688646933,28.07623995403212,47.55431596227329,16.923972317856094,547.87,537.44,553.79,719.01,5.919999999999959,181.56999999999994
2014-04-19,5.21,-0.06,-0.42,23.9,12.7,27.7,40.4,22.32,60.03,-236.15,-177.37,287.56,858.18,336.3,300.42,12.24,5732.0,25.82,68,sim,13.88988,12.45260864692749,23.664240000000003,11.626839422113486,58.57234035229882,16.74945708066831,498.97,488.63,681.89,695.21,182.91999999999996,206.58000000000004
2014-04-20,1.67,0.73,0.2,29.9,18.3,25.3,43.6,126.69,175.82,-165.3,-133.61,289.75,893.69,338.71,299.22,13.48,5727.0,34.31,1302,sim,16.61418288602542,24.4890928643872,23.041724455776254,10.57657770324586,88.74754365262352,19.226212383776076,350.08,348.89,656.03,672.41,305.95,323.52
2014-04-22,-0.48,-1.25,-1.64,34.5,21.3,27.3,48.6,15.13,27.56,-276.74,-208.54,287.4,866.28,334.48,299.44,11.96,5720.0,30.06,1080,sim,5.65884,5.86414014475854,21.09204,16.14153671918427,39.127167617145744,17.15949676671447,490.48,489.47,532.69,547.16,42.210000000000036,57.68999999999994
